--- watch ---
3-gatsu no Lion | Akari Kawamoto 🚫 ($disable)
Eve no Jikan | THX 🚫 ($disable)
Fragtime | Haruka Murakami 🚫 ( $disable)
Fragtime | Misuzu Moritani 🚫 ($disable)
Hana to Alice: Satsujin Jiken | Hana Arai 🚫 ($disable)
Hana to Alice: Satsujin Jiken | Tetsuko Arisugawa 🚫 ($disable)
Hula Fulla Dance | Hiwa Natsunagi
Kimi no Koe wo Todoketai | Nagisa Yukiai 🚫 ($disable)
Kimi no Koe wo Todoketai | Otoha Biwakouji 🚫 ($disable)
Kimi no Koe wo Todoketai | Shion Yazawa 🚫 ($disable)
Kotonoha no Niwa | Takao Akizuki 🚫 ($disable)
Kotonoha no Niwa | Yukari Yukino 🚫 ($disable)
Liz to Aoi Tori | Liz (LtAT) 🚫 ($serverdisable)
Liz to Aoi Tori | The Blue Bird 🚫 ($serverdisable)
Lu Over the Wall | Isaki
Lu Over the Wall | Kai Ashimoto
Lu Over the Wall | Kunio (LOtW)
Lu Over the Wall | Lu (LOtW)
Lu Over the Wall | Yuuho Ebina
Misaki no Mayoiga | Moeka (MnM) 🚫 ($disable)
Natsu e no Tunnel, Sayonara no Deguchi | Anzu Hanashiro 🚫 ($disable)
Nausicaä of the Valley of the Wind | Nausicaä
Omoide Poroporo | Taeko Okajima
Porco Rosso | Fio Piccolo
Porco Rosso | Porco Rosso
Redline | JP
Redline | Sonoshee McLaren
Sakasama no Patema | Age
Song of the Sea | Saoirse 🚫 ($togglewestern)
Stranger: Mukou Hadan | Nanashi
Summer Wars | Kazuma Ikezawa 🚫 ($disable)
Summer Wars | Kenji Koiso 🚫 ($disable)
Summer Wars | Natsuki Shinohara 🚫 ($disable)
Summer Wars | Sakae Jinnouchi 🚫 ($disable)
Taifuu no Noruda | Kenta Saijou
Taifuu no Noruda | Noruda
Tales from Earthsea | Therru
The Secret World of Arrietty | Arrietty
The Tale of the Princess Kaguya | Princess Kaguya
The Wind Rises | Jirou Horikoshi
The Wind Rises | Naoko Satomi
Whisper of the Heart | Louise (WotH) 🚫 ($disable)
Whisper of the Heart | Seiji Amasawa 🚫 ($disable)
Whisper of the Heart | Shizuku Tsukishima 🚫 ($disable)
Yoru wa Mijikashi Arukeyo Otome | Kurokami no Otome 🚫 ($disable)
Yoru wa Mijikashi Arukeyo Otome | Senpai (YwMAO) 🚫 ($disable)

--- completed ---
14-sai no Koi | Kanata Tanaka 🚫 ($disable)
14-sai no Koi | Kazuki Yoshikawa 🚫 ($disable)
20th Century Boys | Chouji Ochiai 🚫 ($disable)
20th Century Boys | Friend 🚫 ($disable)
20th Century Boys | Inshu Manjome 🚫 ($disable)
20th Century Boys | Kanna Endo 🚫 ($disable)
20th Century Boys | Kenji Endo 🚫 ($disable)
20th Century Boys | Kyoko Koizumi 🚫 ($disable)
After Hours | Emi Ashiana 🚫 ($disable)
Ao ga Cool Nante Dare ga Kimeta!? | Azusa Gunjou
Ao ga Cool Nante Dare ga Kimeta!? | Harumi Akaisha
Ao no Flag | Futaba Kuze 🚫 ($disable)
Ao no Flag | Mami Yagihara 🚫 ($disable)
Ao no Flag | Masumi Itachi 🚫 ($disable)
Ao no Flag | Seiya Mita 🚫 ($disable)
Ao no Flag | Taichi Ichinose 🚫 ($disable)
Ao no Flag | Touma Mita 🚫 ($disable)
Aoi Hana | Akira Okudaira
Ase to Sekken | Asako Yaeshima 🚫 ($disable)
Ase to Sekken | Koutarou Natori 🚫 ($disable)
Asper Kanojo | Megumi Saitou 🚫 ($disable)
Asper Kanojo | Taku Yokoi 🚫 ($disable)
Ayakashi Ko | Anna Takanashi 🚫 ($disable)
Ayakashi Ko | Emi Takanashi 🚫 ($disable)
Ayakashi Ko | Kii (AK) 🚫 ($disable)
Ayakashi Ko | Kuuko 🚫 ($disable)
Ayakashi Ko | Mahoro Miyatsuka 🚫 ($disable)
Ayakashi Ko | Nene (AK) 🚫 ($disable)
Ayakashi Ko | Yukime 🚫 ($disable)
Ayashi no Ceres | Aya Mikage 🚫 ($disable)
Ayashi no Ceres | Ceres (AnC) 🚫 ($disable)
Azumi | Azumi 🚫 ($disable)
Bandai Kaname wa Asobitai | Bandai Kaname
Bandai Kaname wa Asobitai | Fumika Tomii
Binbougami ga! | Ichiko Sakura 🚫 ($disable)
Binbougami ga! | Kuroyuri 🚫 ($disable)
Binbougami ga! | Momiji Binbouda 🚫 ($disable)
Binbougami ga! | Nadeshiko Adenokouji 🚫 ($disable)
Binbougami ga! | Ranmaru Rindou 🚫 ($disable)
Binbougami ga! | Rika Tsuwabuki 🚫 ($disable)
Binbougami ga! | Yamabuki 🚫 ($disable)
Bitter Virgin | Daisuke Suwa 🚫 ($disable)
Bitter Virgin | Hinako Aikawa 🚫 ($disable)
Bitter Virgin | Izumi Suwa 🚫 ($disable)
Black Sesame Salt and Custard Pudding | Haruhi Fukunaga
Blue Giant | Dai Miyamoto 🚫 ($disable)
Blue Giant | Hannah Peters 🚫 ($disable)
Boku wa Ohime-sama ni Narenai | Kyouko Kagami 🚫 ($disable)
Boku wa Ohime-sama ni Narenai | Maho Kuroi 🚫 ($disable)
Boku wa Ohime-sama ni Narenai | Mao Tatsumiya 🚫 ($disable)
Boku wa Ohime-sama ni Narenai | Rei Shindou (BON) 🚫 ($disable)
Boku wa Ohime-sama ni Narenai | Yuki Tsukumo (BON) 🚫 ($disable)
Bokura ga Ita | Masafumi Takeuchi 🚫 ($disable)
Bokura ga Ita | Motoharu Yano 🚫 ($disable)
Bokura ga Ita | Nanami Takahashi 🚫 ($disable)
Bokura no Hentai | Ryousuke Kijima
Bokura no Shokutaku | Minoru Ueda
Bokura no Shokutaku | Yutaka Hozumi
Bokutachi ga Yarimashita | Hidero Kosaka
Bokutachi ga Yarimashita | Tobio (BgY)
Caterpillar Girl and Bad Texter Boy | Suzume Kikuo 🚫 ($disable)
Chihaya-san wa Sonomama de Ii | Chihaya Momose 🚫 ($disable)
Cigarette and Cherry | Cherry (CC) 🚫 ($disable)
Cinderella wa Sagasanai. | Rei Shindou 🚫 ($disable)
Colette wa Shinu Koto ni Shita | Colette 🚫 ($disable)
Colette wa Shinu Koto ni Shita | Hades (CSKS) 🚫 ($disable)
Dame na Watashi ni Koishite Kudasai | Akira Ikushima 🚫 ($disable)
Dame na Watashi ni Koishite Kudasai | Ayumu Kurosawa 🚫 ($disable)
Dame na Watashi ni Koishite Kudasai | Michiko Shibata 🚫 ($disable)
Danshi Koukousei, Hajimete no | Yuuta Yamabuki
Dengeki Daisy | Tasuku Kurosaki 🚫 ($disable)
Dengeki Daisy | Teru Kurebayashi 🚫 ($disable)
Denkigai no Honya-san | Fu Girl 🚫 ($disable)
Denkigai no Honya-san | Hio-tan 🚫 ($disable)
Denkigai no Honya-san | Kameko 🚫 ($disable)
Denkigai no Honya-san | Sensei (DGH) 🚫 ($disable)
Denkigai no Honya-san | Sommelier 🚫 ($disable)
Do Chokkyuu Kareshi x Kanojo | Mako Wakamiya 🚫 ($disable)
Do Chokkyuu Kareshi x Kanojo | Shinichi Honda 🚫 ($disable)
Donten ni Warau | Hirari Abeno
Donten ni Warau | Tenka Kumou
Fujiyama-san wa Shishunki | Makio Fujiyama 🚫 ($disable)
Fukakai na Boku no Subete wo | Sakura Mogumo 🚫 ($disable)
Furyou Taimashi Reina | Reina Suzuno
Gakuen Alice | Hotaru Imai 🚫 ($disable)
Gakuen Alice | Mikan Sakura 🚫 ($disable)
Gakuen Alice | Misaki Harada 🚫 ($disable)
Gakuen Alice | Nobara Ibaragi 🚫 ($disable)
Gakuen Alice | Persona 🚫 ($disable)
Gakuen Alice | Shizune Yamanochi 🚫 ($disable)
Gakuen Alice | Sumire Shouda 🚫 ($disable)
Gakuen Alice | Yuka Azumi 🚫 ($disable)
GE: Good Ending | Shou Iketani 🚫 ($disable)
GE: Good Ending | Yuki Kurokawa 🚫 ($disable)
Ginzatoushi to Kuro no Yousei | Anne Halford 🚫 ($disable)
Girl Friends | Akiko Oohashi
Girl Friends | Mariko Kumakura
Gradually Close to The Heart | Su Ye 🚫 ($disable)
Hachimitsu ni Hatsukoi | Koharu Shiina 🚫 ($disable)
Hana to Hoshi | Sawako Hanai
Hana to Hoshi | Shiori Hoshino
Happiness | Nora (Happiness) 🚫 ($disable)
Happiness | Yukiko Gosho 🚫 ($disable)
Happy! | Miyuki Umino 🚫 ($disable)
Hatsuharu ga Saku | Kanata Shinjou 🚫 ($disable)
Hatsuharu ga Saku | Yuzu Nishino 🚫 ($disable)
Hatsukoi Zombie | Eve (HZ) 🚫 ($disable)
Hatsukoi Zombie | Mei Ebino 🚫 ($disable)
Hatsukoi Zombie | Ririto Ibusuki 🚫 ($disable)
Hell's Paradise: Jigokuraku | Chobe Aza 🚫 ($disable)
Hell's Paradise: Jigokuraku | Gabimaru the Hollow 🚫 ($disable)
Hell's Paradise: Jigokuraku | Gui Fa 🚫 ($disable)
Hell's Paradise: Jigokuraku | Ju Fa 🚫 ($disable)
Hell's Paradise: Jigokuraku | Mei (HPJ) 🚫 ($disable)
Hell's Paradise: Jigokuraku | Nurugai 🚫 ($disable)
Hell's Paradise: Jigokuraku | Ran (HPJ) 🚫 ($disable)
Hell's Paradise: Jigokuraku | Rien 🚫 ($disable)
Hell's Paradise: Jigokuraku | Shija 🚫 ($disable)
Hell's Paradise: Jigokuraku | Tao Fa 🚫 ($disable)
Hell's Paradise: Jigokuraku | Yamada Asaemon Isuzu 🚫 ($disable)
Hell's Paradise: Jigokuraku | Yamada Asaemon Kiyomaru 🚫 ($disable)
Hell's Paradise: Jigokuraku | Yamada Asaemon Sagiri 🚫 ($disable)
Hell's Paradise: Jigokuraku | Yui (HPJ) 🚫 ($disable)
Hell's Paradise: Jigokuraku | Yuzuriha of the Seishu 🚫 ($disable)
Hell's Paradise: Jigokuraku | Zhu Jin 🚫 ($disable)
Her Tale of Shim Cheong | Cheong Shim
Her Tale of Shim Cheong | Madam
Hibi Chouchou | Atohira 🚫 ($disable)
Hibi Chouchou | Aya Shimizu 🚫 ($disable)
Hibi Chouchou | Koharu Shinkawa 🚫 ($disable)
Hibi Chouchou | Kouha Kawasumi 🚫 ($disable)
Hibi Chouchou | Mina Ozaki 🚫 ($disable)
Hibi Chouchou | Ryousuke Takaya 🚫 ($disable)
Hibi Chouchou | Suiren Shibazeki 🚫 ($disable)
Hibi Chouchou | Yuri Kudou 🚫 ($disable)
Himari no Mawari | Himari Aizawa
Hirunaka no Ryuusei | Daiki Mamura 🚫 ($disable)
Hirunaka no Ryuusei | Monika Tsurutani 🚫 ($disable)
Hirunaka no Ryuusei | Nana Kameyoshi 🚫 ($disable)
Hirunaka no Ryuusei | Satsuki Shishio 🚫 ($disable)
Hirunaka no Ryuusei | Suzume Yosano 🚫 ($disable)
Hirunaka no Ryuusei | Togyuu Minagawa 🚫 ($disable)
Hirunaka no Ryuusei | Yukichi Kumamoto 🚫 ($disable)
Hirunaka no Ryuusei | Yuyuka Nekota 🚫 ($disable)
Hito Hitori Futari | Riyon Fujii 🚫 ($disable)
Hitoribocchi no Chikyuu Shinryaku | Koichi Hirose (HnCS) 🚫 ($disable)
Hitoribocchi no Chikyuu Shinryaku | Nozomi Ootori 🚫 ($disable)
Hitoribocchi no Isekai Kouryaku | Iinchou (HnIK) 🚫 ($disable)
Hiyokoi | Hiyori Nishiyama 🚫 ($disable)
Hiyokoi | Yuushin Hirose 🚫 ($disable)
Homunculus | Susumu Nakoshi
I Love You, as a Friend | Sanako Hase 🚫 ($disable)
I''s | Iori Yoshizuki 🚫 ($disable)
I''s | Itsuki Akiba 🚫 ($disable)
I'm Around Thirty and Finally in Love | Aki Kurata 🚫 ($disable)
I'm Around Thirty and Finally in Love | Hirakawa-san 🚫 ($disable)
I'm Around Thirty and Finally in Love | Kanata Inoue 🚫 ($disable)
I'm Around Thirty and Finally in Love | Koushi Nakamura 🚫 ($disable)
I'm Around Thirty and Finally in Love | Yuumi Yamamoto 🚫 ($disable)
ib: Instant Bullet | Iroha Fukase 🚫 ($disable)
ib: Instant Bullet | Kokage Fujinami 🚫 ($disable)
ib: Instant Bullet | Kuro Fukase 🚫 ($disable)
ib: Instant Bullet | Sera Himeura 🚫 ($disable)
ib: Instant Bullet | Toiro Fukase 🚫 ($disable)
ib: Instant Bullet | Yume Furusuna 🚫 ($disable)
Ichido Dake Demo, Koukai Shitemasu | Chiyo Koduka 🚫 ($disable)
Ichido Dake Demo, Koukai Shitemasu | Ritsuka Hara 🚫 ($disable)
Insomniacs After School | Ganta Nakami 🚫 ($disable)
Insomniacs After School | Isaki Magari 🚫 ($disable)
Inugami-san to Nekoyama-san | Suzu Nekoyama 🚫 ($disable)
Inugami-san to Nekoyama-san | Yachiyo Inugami 🚫 ($disable)
Is it Tough Being a Friend? | Ichirou Kobayashi 🚫 ($disable)
Is it Tough Being a Friend? | Rei Aogasaki 🚫 ($disable)
Is it Tough Being a Friend? | Shiori Yukimiya 🚫 ($disable)
Itazura na Kiss | Christine Robbins
Itazura na Kiss | Kotoko Aihara
J no Subete | J (JnS)
J no Subete | Paul Anderson
Jagaaaaaan | Clarabelle Kawamoto 🚫 ($disable)
Joshikousei to Seishokusha-san | Sumire Tsutsugou
Kakukaku Shikajika | Akiko Hayashi
Kakukaku Shikajika | Kenzou Hidaka
Kamimura Yuuka wa Kou Itta. | Yuuka Kamimura 🚫 ($disable)
Kanojo wo Mamoru 51 no Houhou | Jin Mishima (KM51H)
Kanojo wo Mamoru 51 no Houhou | Nanako Okano
Kareshi Kanojo no Jijou | Aya Sawada 🚫 ($disable)
Kareshi Kanojo no Jijou | Hiroyuki Miyazawa 🚫 ($disable)
Kareshi Kanojo no Jijou | Kano Miyazawa 🚫 ($disable)
Kareshi Kanojo no Jijou | Kazuma Ikeda 🚫 ($disable)
Kareshi Kanojo no Jijou | Maho Izawa 🚫 ($disable)
Kareshi Kanojo no Jijou | Miyako Miyazawa 🚫 ($disable)
Kareshi Kanojo no Jijou | Rika Sena 🚫 ($disable)
Kareshi Kanojo no Jijou | Sakura Tsubaki 🚫 ($disable)
Kareshi Kanojo no Jijou | Soichiro Arima 🚫 ($disable)
Kareshi Kanojo no Jijou | Tsubasa Shibahime 🚫 ($disable)
Kareshi Kanojo no Jijou | Tsukino Miyazawa 🚫 ($disable)
Kareshi Kanojo no Jijou | Yukino Miyazawa 🚫 ($disable)
Kasane | Kasane Fuchi 🚫 ($disable)
Kekkon ga Zentei no Love Comedy | Yui Minazuki 🚫 ($disable)
Kimagure Orange Road | Akane Kasuga 🚫 ($disable)
Kimagure Orange Road | Hikaru Hiyama 🚫 ($disable)
Kimagure Orange Road | Kurumi Kasuga 🚫 ($disable)
Kimagure Orange Road | Madoka Ayukawa 🚫 ($disable)
Kimagure Orange Road | Manami Kasuga 🚫 ($disable)
Kimi ga Kirai na Koi no Hanashi | Chihiro Hiyoshi
Kimi ga Kirai na Koi no Hanashi | Risa Kisaragi
Kimi ga Shinu Natsu ni | Saki Tanigawa 🚫 ($disable)
Kimi no Okaasan wo Boku ni Kudasai! | Yuzuki Tachibana (KOBK) 🚫 ($disable)
Kimi no Wasurekata wo Oshiete | Sayane Kiriyama 🚫 ($disable)
Kimi to Tsuzuru Utakata | Kaori Asaka 🚫 ($disable)
Kimi to Tsuzuru Utakata | Shizuku Hoshikawa 🚫 ($disable)
Kimi wa Natsu no Naka | Chiharu Saeki
Kimi wa Natsu no Naka | Wataru Toda
Kisu yori mo Hayaku | Fumino Kaji
Kisu yori mo Hayaku | Kazuma Ojiro
Koe no Chiisai Komori-san to Kusodeka Oogoe no Oobayashi-kun | Komori-san (KCK) 🚫 ($disable)
Koharu no Hibi | Koharu Mutsuki
Koi to Utatane | Hana (KU) 🚫 ($disable)
Koi wa Tsuzuku yo Doko Made mo | Nanase Sakura 🚫 ($disable)
Koi wo Shiranai Bokutachi wa | Eiji Aihara 🚫 ($disable)
Koi wo Shiranai Bokutachi wa | Koharu Fujimura 🚫 ($disable)
Koi wo Shiranai Bokutachi wa | Mizuho Ikezawa 🚫 ($disable)
Kokou no Hito | Buntarou Mori
Kono Koi wa Fukami-kun no Plan ni wa Nai | Akio Higurashi 🚫 ($disable)
Kono Koi wa Fukami-kun no Plan ni wa Nai | Fukami-kun 🚫 ($disable)
Koukou Debut | Asami Komiyama 🚫 ($disable)
Koukou Debut | Fumiya Tamura 🚫 ($disable)
Koukou Debut | Haruna Nagashima 🚫 ($disable)
Koukou Debut | Mami Takahashi 🚫 ($disable)
Koukou Debut | Yoh Komiyama 🚫 ($disable)
Kumika no Mikaku | Eiria Liliemore
Kumika no Mikaku | Kumika Hality
Kyou kara Ore wa!! | Kyouko Hayakawa
Kyou kara Ore wa!! | Riko Akasaka
Kyou kara Ore wa!! | Takashi Mitsuhashi
Kyou no Asuka Show | Asuka Kyouno 🚫 ($disable)
Kyou no Cerberus | Hinata Komone 🚫 ($disable)
Kyou no Cerberus | Kuro (KnC) 🚫 ($disable)
Kyou no Cerberus | Minerva Micah Ashberry 🚫 ($disable)
Kyou no Cerberus | Roze 🚫 ($disable)
Kyou no Cerberus | Shirogane 🚫 ($disable)
Kyou no Kira-kun | Nino Okamura 🚫 ($disable)
Kyou no Kira-kun | Sensei (KnK) 🚫 ($disable)
Kyou no Kira-kun | Yuiji Kira 🚫 ($disable)
Last Game | Mikoto Kujou 🚫 ($disable)
Last Game | Momoka Tachibana 🚫 ($disable)
Last Game | Naoto Yanagi 🚫 ($disable)
Love So Life | Seiji Matsunaga 🚫 ($disable)
Love So Life | Shiharu Nakamura 🚫 ($disable)
Machida-kun no Sekai | Hajime Machida
Madoromi-chan ga Iku | Madoromi 🚫 ($disable)
Maga-Tsuki | Akari Inamori 🚫 ($disable)
Maga-Tsuki | Amaterasu (M-T) 🚫 ($disable)
Maga-Tsuki | Seoritsuhime 🚫 ($disable)
Mahou Shoujo Tart★Magica: The Legend of 'Jeanne d'Arc' | Corbeau 🚫 ($disable)
Mahou Shoujo Tart★Magica: The Legend of 'Jeanne d'Arc' | Elisa Celjska 🚫 ($disable)
Mahou Shoujo Tart★Magica: The Legend of 'Jeanne d'Arc' | Jeanne d'Arc (TM) 🚫 ($disable)
Mahou Shoujo Tart★Magica: The Legend of 'Jeanne d'Arc' | Lapine 🚫 ($disable)
Mahou Shoujo Tart★Magica: The Legend of 'Jeanne d'Arc' | Melissa de Vignolles 🚫 ($disable)
Mahou Shoujo Tart★Magica: The Legend of 'Jeanne d'Arc' | Riz Hawkwood 🚫 ($disable)
Mairimashita, Senpai | Asuma Mizukawa 🚫 ($disable)
Mairimashita, Senpai | Serina Koshino 🚫 ($disable)
Mamono-tachi Wa Katazuke Rarenai | Kliera 🚫 ($disable)
Maou-sama no Machizukuri! | Kuina
Meido no Koi wa Enma Shidai! | Chikage-sama
Meido no Koi wa Enma Shidai! | Tomari
Metamorphose no Engawa | Urara Sayama 🚫 ($disable)
Metamorphose no Engawa | Yuki Ichinoi 🚫 ($disable)
Moe Kare!! | Hikaru Wakamiya 🚫 ($disable)
Mone-san no Majime Sugiru Tsukiaikata | Momone Yozakura 🚫 ($disable)
Mone-san no Majime Sugiru Tsukiaikata | Rangiku Yuuhiin 🚫 ($disable)
Mone-san no Majime Sugiru Tsukiaikata | Sumire Asahina 🚫 ($disable)
Mone-san no Majime Sugiru Tsukiaikata | Tsubaki Kagerou 🚫 ($disable)
Moshi, Koi ga Mieta Nara | Mei Haruno 🚫 ($disable)
Moshi, Koi ga Mieta Nara | Rinna Fukatsu 🚫 ($disable)
Moshi, Koi ga Mieta Nara | Sayo Shirayuki 🚫 ($disable)
My Brother's Husband | Kana Origuchi 🚫 ($disable)
My Brother's Husband | Mike Flanagan 🚫 ($disable)
My Brother's Husband | Yaichi Origuchi 🚫 ($disable)
My Short Senpai Is Way Too Cute | Komai-senpai 🚫 ($disable)
Nabari no Ou | Raimei Shimizu 🚫 ($disable)
Nabari no Ou | Shijima Kurookano 🚫 ($disable)
Nabari no Ou | Shinrabanshou 🚫 ($disable)
Nabari no Ou | Yoite 🚫 ($disable)
Namae no Nai Kaibutsu | Kaibutsu
Namaikizakari. | Yuki Machida
Natsu no Zenjitsu | Akira Aizawa 🚫 ($disable)
Natsu no Zenjitsu | Tetsuo Aoki 🚫 ($disable)
Neko no Otera no Chion-san | Chion Koterasawa 🚫 ($disable)
Newton no Tsubomi | Machiri
Nogizaka Asuka no Himitsu | Asuka Nogizaka 🚫 ($disable)
Ohayou, Ibarahime | Shizu Karasawa 🚫 ($disable)
Ohayou, Ibarahime | Tetsu Misato 🚫 ($disable)
Oiran Nee-san | Hashidate
Ojou-sama wa Love Come no Shujinkou ni Naritai! | Cherry Jougasaki
Oresama Teacher | Aki Shibuya 🚫 ($disable)
Oresama Teacher | Hayasaka 🚫 ($disable)
Oresama Teacher | Kanon Nonoguchi 🚫 ($disable)
Oresama Teacher | Kohei Kangawa 🚫 ($disable)
Oresama Teacher | Komari Yukioka 🚫 ($disable)
Oresama Teacher | Mafuyu Kurosaki 🚫 ($disable)
Oresama Teacher | Miyabi Hanabusa 🚫 ($disable)
Oresama Teacher | Okegawa Kyoutaro 🚫 ($disable)
Oresama Teacher | Shinobu Yui 🚫 ($disable)
Oresama Teacher | Shuntaro Kosaka 🚫 ($disable)
Oresama Teacher | Takaomi Saeki 🚫 ($disable)
Oresama Teacher | Wakana Hojo 🚫 ($disable)
Ori no Naka no Soloist | Chloe (ONS)
Origin | Ai (Origin) 🚫 ($disable)
Origin | Mai Hirose 🚫 ($disable)
Otonanajimi | Kaede Kagaya 🚫 ($disable)
Ouji-sama Nante Iranai | Alice Kinoshita 🚫 ($disable)
Ouji-sama Nante Iranai | Kokoro Okizaki 🚫 ($disable)
Ouji-sama Nante Iranai | Mashiro Toyama 🚫 ($disable)
Ouji-sama Nante Iranai | Misa Iruka 🚫 ($disable)
Ouji-sama Nante Iranai | Nobara Himezaki 🚫 ($disable)
Ouji-sama Nante Iranai | Yukino Suzushiro 🚫 ($disable)
Oya ga Urusai node Kouhai to Gisou Kekkon shitemita | Hana Agaya 🚫 ($disable)
Oya ga Urusai node Kouhai to Gisou Kekkon shitemita | Machi Morimoto 🚫 ($disable)
Palace Meidi | Akiko (PM) 🚫 ($disable)
Pashiri na Boku to Koisuru Banchou-san | Aika Youdou 🚫 ($disable)
Pashiri na Boku to Koisuru Banchou-san | Fuyuhiko Unoki 🚫 ($disable)
Pashiri na Boku to Koisuru Banchou-san | Matsuri Tatsumi 🚫 ($disable)
Pashiri na Boku to Koisuru Banchou-san | Toramaru Banchou 🚫 ($disable)
Pashiri na Boku to Koisuru Banchou-san | Yutaka Ushigome 🚫 ($disable)
Ponkotsu no Ponko | Ponko 🚫 ($disable)
Pseudo Harem | Rin Nanakura 🚫 ($disable)
Ran to Haiiro no Sekai | Ran Uruma 🚫 ($disable)
Ran to Haiiro no Sekai | Sango Haimachi 🚫 ($disable)
Ran to Haiiro no Sekai | Shizuka Uruma 🚫 ($disable)
Ran to Haiiro no Sekai | Tamao Tachibana 🚫 ($disable)
Reimei no Arcana | Nakaba 🚫 ($disable)
Reiri | Reiri 🚫 ($disable)
Relationship Guidelines | Jiwon Chae 🚫 ($disable)
Relationship Guidelines | Myeongin Lee 🚫 ($disable)
Rengoku ni Warau | Tanba Momochi
Rengoku ni Warau | Yuzuki Ashiya
Rengoku no Toshi | Ai Kurosawa 🚫 ($disable)
Rengoku no Toshi | Yukiko Inaba 🚫 ($disable)
ReRe Hello | Ririko Hayakawa
ReRe Hello | Suou Minato
Riko to Haru to Onsen to Iruka | Riko Kurosaki 🚫 ($disable)
Saeki-san wa Nemutteru | Saeki-san 🚫 ($disable)
Saguri-chan Tankentai | Haruka Mineoka 🚫 ($disable)
Saguri-chan Tankentai | Kozaki Suzune 🚫 ($disable)
Saguri-chan Tankentai | Meguru Gojuiin 🚫 ($disable)
Saguri-chan Tankentai | Saguri 🚫 ($disable)
Saike Mata Shitemo | Ana Egerton 🚫 ($disable)
Saike Mata Shitemo | Saike Kuzushiro 🚫 ($disable)
Sakurai-san Wants To Be Noticed | Sakuya Sakurai 🚫 ($disable)
Samenai Machi no Kissaten | Suzume (SMnK)
Sangatsu wa Ore-sama ni Narimasu | Sumire Sangatsu 🚫 ($disable)
Saotome Senshu, Hitakakusu | Yae Saotome 🚫 ($disable)
Sayonara Watashi no Cramer | Aya Shiratori 🚫 ($disable)
Sayonara Watashi no Cramer | Eriko Tase 🚫 ($disable)
Sayonara Watashi no Cramer | Haruna Ito 🚫 ($disable)
Sayonara Watashi no Cramer | Midori Soshizaki 🚫 ($disable)
Sayonara Watashi no Cramer | Nozomi Onda 🚫 ($disable)
Sayonara Watashi no Cramer | Sawa Echizen 🚫 ($disable)
Sayonara Watashi no Cramer | Sumire Suo 🚫 ($disable)
Seitokai Tantei Kirika | Kirika Hijiribashi 🚫 ($disable)
Sekai ka Kanojo ka Erabenai | Ayumi Fujisaki 🚫 ($disable)
Sekai ka Kanojo ka Erabenai | Jindou Hikari 🚫 ($disable)
Sekai ka Kanojo ka Erabenai | Tenshi Konoe 🚫 ($disable)
Senpai! Imakara Kokurimasu! | Koharu Masago 🚫 ($disable)
Senpai! Imakara Kokurimasu! | Shuu Kanzaki 🚫 ($disable)
Sensei wa Koi wo Oshierarenai | Rinko Yoshitaka 🚫 ($disable)
Sensei wa Koi wo Oshierarenai | Ryo Arase 🚫 ($disable)
Shingou-san wa Soko ni Ari | Fuku 🚫 ($disable)
Shinigami to Gin no Kishi | Reinette Lemuria 🚫 ($disable)
Shinozaki-san Ki wo Ota Shika ni! | Akina Shinozaki
Shinozaki-san Ki wo Ota Shika ni! | Kaede Sasamura
Shinozaki-san Ki wo Ota Shika ni! | Mii-chan (SS)
Shirogane no Nina | Nina Shimazaki 🚫 ($disable)
Shortcake Cake | Chiaki Kasedera 🚫 ($disable)
Shortcake Cake | Rei Mizuhara 🚫 ($disable)
Shortcake Cake | Ten Serizawa 🚫 ($disable)
Shoujo Fujuubun | Yuu Yuugure 🚫 ($disable)
Shunkan Gradation | Naruse Shinobu 🚫 ($disable)
Slow Motion wo Mou Ichido | Yakushimaru (Slowmo) 🚫 ($disable)
Solanin | Jirou Yamada 🚫 ($disable)
Solanin | Meiko Inoue 🚫 ($disable)
Solanin | Naruo Taneda 🚫 ($disable)
Soredemo Boku wa Kimi ga Suki | Kim Sam-Soon 🚫 ($disable)
Soredemo Boku wa Kimi ga Suki | Tsukushi Makino (SBKS) 🚫 ($disable)
Soredemo Boku wa Kimi ga Suki | Yamaguchi-san 🚫 ($disable)
Soredemo Boku wa Kimi ga Suki | Yuusuke Serizawa 🚫 ($disable)
Spiral: Suiri no Kizuna | Hiyono Yuizaki 🚫 ($disable)
Spiral: Suiri no Kizuna | Kousuke Asazuki 🚫 ($disable)
Spiral: Suiri no Kizuna | Rio Takeuchi 🚫 ($disable)
Spirit Circle | Kouko Ishigami
Spirit Circle | Rune (SC)
Still Sick | Akane Maekawa
Still Sick | Makoto Shimizu
Strobe Edge | Ninako Kinoshita 🚫 ($disable)
Strobe Edge | Ren Ichinose 🚫 ($disable)
Strobe Edge | Takumi Andou 🚫 ($disable)
Suijin no Hanayome | Asahi Arisa 🚫 ($disable)
Takane to Hana | Hana Nonomura 🚫 ($disable)
Takane to Hana | Takane Saibara 🚫 ($disable)
Tatoe Todokanu Ito da to Shite mo | Kaoru (TodoIto) 🚫 ($disable)
Tatoe Todokanu Ito da to Shite mo | Konatsu (TodoIto) 🚫 ($disable)
Tatoe Todokanu Ito da to Shite mo | Kuroe (TodoIto) 🚫 ($disable)
Tatoe Todokanu Ito da to Shite mo | Miyabi (TodoIto) 🚫 ($disable)
Tatoe Todokanu Ito da to Shite mo | Risako 🚫 ($disable)
